season,playerId,fullName,team_number_of_matches,matches_played,dob,reference_date,age_at_start_of_year,availability_perc,availability_adjusted
2021,500621,Josh Dugan,24,10,1990-05-10,2021-01-01,30,0.4166666666666667,0.4201388888888889
2021,502072,Jesse Ramien,24,17,1997-04-27,2021-01-01,23,0.7083333333333334,0.6996527777777778
2021,506086,Ronaldo Mulitalo,24,16,1999-11-17,2021-01-01,21,0.6666666666666666,0.6597222222222222
2021,500356,Matt Moylan,24,15,1991-06-16,2021-01-01,29,0.625,0.6197916666666666
2021,500213,Braden Hamlin-Uele,24,19,1995-01-09,2021-01-01,25,0.7916666666666666,0.7795138888888888
2021,504274,Blayke Brailey,24,24,1998-09-23,2021-01-01,22,1,0.9791666666666666
2021,500665,Aaron Woods,24,24,1991-03-13,2021-01-01,29,1,0.9791666666666666
2021,507062,Briton Nikora,24,22,1997-12-07,2021-01-01,23,0.9166666666666666,0.8993055555555555
2021,500798,Wade Graham,24,11,1990-10-25,2021-01-01,30,0.4583333333333333,0.4600694444444444
2021,504326,Toby Rudolf,24,24,1996-01-29,2021-01-01,24,1,0.9791666666666666
2021,500241,Aiden Tolman,24,21,1988-11-10,2021-01-01,32,0.875,0.859375
2021,502363,Jack Williams,24,24,1996-09-09,2021-01-01,24,1,0.9791666666666666
2021,502522,Marata Niukore,26,21,1996-07-29,2021-01-01,24,0.8076923076923077,0.7958579881656805
2021,508026,Adam Pompey,24,17,1998-08-22,2021-01-01,22,0.7083333333333334,0.6996527777777778
2021,505918,Phillip Sami,25,19,1997-08-02,2021-01-01,23,0.76,0.7496
2021,502511,Jeremy Marshall-King,24,9,1995-12-02,2021-01-01,25,0.375,0.3802083333333333
2021,505414,Mitch Kenny,28,19,1998-01-15,2021-01-01,22,0.6785714285714286,0.6721938775510204
2021,504265,Sean Keppie,27,20,1998-05-20,2021-01-01,22,0.7407407407407407,0.7318244170096022
2021,500684,Corey Norman,24,22,1991-02-03,2021-01-01,29,0.9166666666666666,0.8993055555555555
2021,500576,Michael Chee Kam,24,19,1992-02-26,2021-01-01,28,0.7916666666666666,0.7795138888888888
2021,509397,Matt Burton,28,26,2000-03-14,2021-01-01,20,0.9285714285714286,0.913265306122449
2021,502490,Nicholas Hynes,26,24,1996-06-18,2021-01-01,24,0.9230769230769231,0.9068047337278107
2021,500313,Jarrod Croker,24,12,1990-09-11,2021-01-01,30,0.5,0.5
2021,504072,Tom Starling,24,19,1998-06-04,2021-01-01,22,0.7916666666666666,0.7795138888888888
2021,501595,Joe Stimson,24,12,1995-12-02,2021-01-01,25,0.5,0.5
2021,500605,Justin O'Neill,24,6,1991-04-04,2021-01-01,29,0.25,0.2604166666666667
2021,504300,Payne Haas,24,20,1999-12-02,2021-01-01,21,0.8333333333333334,0.8194444444444445
2021,500593,Ben Hampton,24,10,1992-02-29,2021-01-01,28,0.4166666666666667,0.4201388888888889
2021,502209,Blake Green,25,6,1986-09-18,2021-01-01,34,0.24,0.2504
2021,503920,Victor Radley,26,16,1998-03-14,2021-01-01,22,0.6153846153846154,0.6109467455621302
2021,502487,Marcelo Montoya,24,18,1996-02-17,2021-01-01,24,0.75,0.7395833333333334
2021,500118,Kane Evans,24,15,1992-01-09,2021-01-01,28,0.625,0.6197916666666666
2021,501241,Corey Harawira-Naera,24,16,1995-05-18,2021-01-01,25,0.6666666666666666,0.6597222222222222
2021,504870,Kalyn Ponga,25,15,1998-03-30,2021-01-01,22,0.6,0.596
2021,505904,Harry Grant,26,15,1998-02-17,2021-01-01,22,0.5769230769230769,0.57396449704142
2021,500499,Bryce Cartwright,26,21,1994-11-15,2021-01-01,26,0.8076923076923077,0.7958579881656805
2021,500266,Corey Oates,24,14,1994-10-20,2021-01-01,26,0.5833333333333334,0.5798611111111112
2021,504175,Siosifa Talakai,24,15,1997-04-18,2021-01-01,23,0.625,0.6197916666666666
2021,501505,Tom Trbojevic,27,18,1996-10-02,2021-01-01,24,0.6666666666666666,0.6604938271604938
2021,500567,Danny Levi,24,9,1995-12-05,2021-01-01,25,0.375,0.3802083333333333
2021,500705,Shaun Johnson,24,10,1990-09-09,2021-01-01,30,0.4166666666666667,0.4201388888888889
2021,500659,Ava Seumanufagai,24,16,1991-06-04,2021-01-01,29,0.6666666666666666,0.6597222222222222
2021,500222,Dale Finucane,26,17,1991-09-07,2021-01-01,29,0.6538461538461539,0.6479289940828402
2021,500586,Will Chambers,24,9,1988-05-26,2021-01-01,32,0.375,0.3802083333333333
2021,500129,Herman Ese'ese,25,3,1994-09-07,2021-01-01,26,0.12,0.1352
2021,500852,Scott Sorensen,28,19,1993-03-16,2021-01-01,27,0.6785714285714286,0.6721938775510204
2021,500547,Lachlan Fitzgibbon,25,10,1994-01-05,2021-01-01,26,0.4,0.4040000000000001
2021,500791,Andrew Fifita,24,6,1989-06-28,2021-01-01,31,0.25,0.2604166666666667
2021,502409,Karl Lawton,27,16,1995-11-29,2021-01-01,25,0.5925925925925926,0.5891632373113854
2021,500616,Gerard Beale,24,10,1990-07-18,2021-01-01,30,0.4166666666666667,0.4201388888888889
2021,500619,Jack De Belin,24,11,1991-03-17,2021-01-01,29,0.4583333333333333,0.4600694444444444
2021,508009,Kotoni Staggs,24,4,1998-10-29,2021-01-01,22,0.16666666666666666,0.18055555555555555
2021,500908,Tepai Moeroa,26,6,1995-10-02,2021-01-01,25,0.23076923076923078,0.2411242603550296
2022,503340,Dylan Edwards,27,25,1996-01-10,2022-01-01,25,0.9259259259259259,0.9101508916323731
2022,508062,Stephen Crichton,27,23,2000-09-22,2022-01-01,21,0.8518518518518519,0.8388203017832647
2022,505410,Brian To'o,27,18,1998-08-18,2022-01-01,23,0.6666666666666666,0.6604938271604938
2022,504121,Jarome Luai,27,20,1997-01-16,2022-01-01,24,0.7407407407407407,0.7318244170096022
2022,501461,Moses Leota,27,18,1995-07-20,2022-01-01,26,0.6666666666666666,0.6604938271604938
2022,500109,Apisai Koroisau,27,25,1992-11-07,2022-01-01,29,0.9259259259259259,0.9101508916323731
2022,502580,James Fisher-Harris,27,23,1996-01-05,2022-01-01,25,0.8518518518518519,0.8388203017832647
2022,500408,Viliame Kikau,27,25,1995-04-05,2022-01-01,26,0.9259259259259259,0.9101508916323731
2022,504125,Liam Martin,27,22,1997-03-05,2022-01-01,24,0.8148148148148148,0.8031550068587104
2022,500534,Isaah Yeo,27,23,1994-11-06,2022-01-01,27,0.8518518518518519,0.8388203017832647
2022,505414,Mitch Kenny,27,24,1998-01-15,2022-01-01,23,0.8888888888888888,0.8744855967078189
2022,500852,Scott Sorensen,27,24,1993-03-16,2022-01-01,28,0.8888888888888888,0.8744855967078189
2022,505560,Spencer Leniu,27,25,2000-09-08,2022-01-01,21,0.9259259259259259,0.9101508916323731
2022,501505,Tom Trbojevic,24,7,1996-10-02,2022-01-01,25,0.2916666666666667,0.30034722222222227
2022,504226,Brad Parker,24,10,1997-02-19,2022-01-01,24,0.4166666666666667,0.4201388888888889
2022,503443,Reuben Garrick,24,21,1997-06-30,2022-01-01,24,0.875,0.859375
2022,500023,Kieran Foran,24,24,1990-07-13,2022-01-01,31,1,0.9791666666666666
2022,500024,Daly Cherry-Evans,24,22,1989-02-20,2022-01-01,32,0.9166666666666666,0.8993055555555555
2022,502063,Lachlan Croker,24,23,1996-12-12,2022-01-01,25,0.9583333333333334,0.9392361111111112
2022,500960,Martin Taupau,24,21,1990-02-03,2022-01-01,31,0.875,0.859375
2022,500751,Jake Trbojevic,24,20,1994-02-18,2022-01-01,27,0.8333333333333334,0.8194444444444445
2022,502409,Karl Lawton,24,9,1995-11-29,2022-01-01,26,0.375,0.3802083333333333
2022,504265,Sean Keppie,24,17,1998-05-20,2022-01-01,23,0.7083333333333334,0.6996527777777778
2022,504251,Taniela Paseka,24,13,1997-10-08,2022-01-01,24,0.5416666666666666,0.5399305555555555
2022,501559,Charnze Nicoll-Klokstad,26,13,1995-08-02,2022-01-01,26,0.5,0.5
2022,504134,Nick Cotric,26,21,1998-11-18,2022-01-01,23,0.8076923076923077,0.7958579881656805
2022,500339,Jack Wighton,26,21,1993-02-04,2022-01-01,28,0.8076923076923077,0.7958579881656805
2022,500973,Josh Papalii,26,25,1992-05-13,2022-01-01,29,0.9615384615384616,0.9437869822485208
2022,502181,Josh Hodgson,26,1,1989-10-31,2022-01-01,32,0.038461538461538464,0.05621301775147929
2022,500555,Joseph Tapine,26,25,1994-05-04,2022-01-01,27,0.9615384615384616,0.9437869822485208
2022,504074,Hudson Young,26,24,1998-06-11,2022-01-01,23,0.9230769230769231,0.9068047337278107
2022,501241,Corey Harawira-Naera,26,23,1995-05-18,2022-01-01,26,0.8846153846153846,0.8698224852071005
2022,502134,Elliott Whitehead,26,23,1989-09-04,2022-01-01,32,0.8846153846153846,0.8698224852071005
2022,504072,Tom Starling,26,26,1998-06-04,2022-01-01,23,1,0.9807692307692307
2022,500128,Adam Elliott,26,24,1994-10-16,2022-01-01,27,0.9230769230769231,0.9068047337278107
2022,504279,William Kennedy,26,19,1997-04-18,2022-01-01,24,0.7307692307692307,0.7218934911242603
2022,503922,Sione Katoa,26,16,1995-01-26,2022-01-01,26,0.6153846153846154,0.6109467455621302
2022,502072,Jesse Ramien,26,23,1997-04-27,2022-01-01,24,0.8846153846153846,0.8698224852071005
2022,506086,Ronaldo Mulitalo,26,24,1999-11-17,2022-01-01,22,0.9230769230769231,0.9068047337278107
2022,500356,Matt Moylan,26,24,1991-06-16,2022-01-01,30,0.9230769230769231,0.9068047337278107
2022,502490,Nicholas Hynes,26,25,1996-06-18,2022-01-01,25,0.9615384615384616,0.9437869822485208
2022,504326,Toby Rudolf,26,22,1996-01-29,2022-01-01,25,0.8461538461538461,0.8328402366863905
2022,504274,Blayke Brailey,26,26,1998-09-23,2022-01-01,23,1,0.9807692307692307
2022,500213,Braden Hamlin-Uele,26,17,1995-01-09,2022-01-01,26,0.6538461538461539,0.6479289940828402
2022,507062,Briton Nikora,26,24,1997-12-07,2022-01-01,24,0.9230769230769231,0.9068047337278107
2022,500222,Dale Finucane,26,17,1991-09-07,2022-01-01,30,0.6538461538461539,0.6479289940828402
2022,500241,Aiden Tolman,26,21,1988-11-10,2022-01-01,33,0.8076923076923077,0.7958579881656805
2022,504175,Siosifa Talakai,26,21,1997-04-18,2022-01-01,24,0.8076923076923077,0.7958579881656805
2022,500791,Andrew Fifita,26,23,1989-06-28,2022-01-01,32,0.8846153846153846,0.8698224852071005
2022,500266,Corey Oates,24,22,1994-10-20,2022-01-01,27,0.9166666666666666,0.8993055555555555
2022,508009,Kotoni Staggs,24,23,1998-10-29,2022-01-01,23,0.9583333333333334,0.9392361111111112
2022,504300,Payne Haas,24,20,1999-12-02,2022-01-01,22,0.8333333333333334,0.8194444444444445
2022,500992,Kurt Capewell,24,19,1993-07-12,2022-01-01,28,0.7916666666666666,0.7795138888888888
2022,506603,Patrick Carrigan,24,14,1998-01-01,2022-01-01,24,0.5833333333333334,0.5798611111111112
2022,500072,Ryan James,24,10,1991-07-20,2022-01-01,30,0.4166666666666667,0.4201388888888889
2022,500046,Tyrone Roberts,24,2,1991-06-01,2022-01-01,30,0.08333333333333333,0.10069444444444443
2022,500108,Alex Johnston,27,25,1995-01-14,2022-01-01,26,0.9259259259259259,0.9101508916323731
2022,504294,Campbell Graham,27,20,1999-06-02,2022-01-01,22,0.7407407407407407,0.7318244170096022
2022,500611,Cody Walker,27,27,1990-01-10,2022-01-01,31,1,0.9814814814814815
2022,503450,Tevita Tatola,27,26,1996-11-10,2022-01-01,25,0.9629629629629629,0.9458161865569272
2022,501600,Damien Cook,27,23,1991-06-23,2022-01-01,30,0.8518518518518519,0.8388203017832647
2022,500327,Mark Nicholls,27,18,1990-01-05,2022-01-01,31,0.6666666666666666,0.6604938271604938
2022,504174,Keaon Koloamatangi,27,27,1998-05-23,2022-01-01,23,1,0.9814814814814815
2022,500149,Jai Arrow,27,26,1995-07-12,2022-01-01,26,0.9629629629629629,0.9458161865569272
2022,504176,Cameron Murray,27,23,1998-01-16,2022-01-01,23,0.8518518518518519,0.8388203017832647
2022,500453,Jacob Host,27,8,1996-09-30,2022-01-01,25,0.2962962962962963,0.30384087791495196
2022,501394,Siliva Havili,27,24,1993-02-18,2022-01-01,28,0.8888888888888888,0.8744855967078189
2022,500087,Thomas Burgess,27,21,1992-04-21,2022-01-01,29,0.7777777777777778,0.7674897119341564
2022,500576,Michael Chee Kam,27,8,1992-02-26,2022-01-01,29,0.2962962962962963,0.30384087791495196
2022,500352,Josh Mansour,27,7,1990-06-17,2022-01-01,31,0.25925925925925924,0.2681755829903978
2022,500663,James Tedesco,25,24,1993-01-08,2022-01-01,28,0.96,0.9416
2022,500002,Daniel Tupou,25,22,1991-06-17,2022-01-01,30,0.88,0.8648
2022,502571,Joseph Manu,25,23,1996-06-29,2022-01-01,25,0.92,0.9032000000000001
2022,500093,Luke Keary,25,22,1992-02-03,2022-01-01,29,0.88,0.8648
2022,500008,Jared Waerea-Hargreaves,25,20,1989-01-20,2022-01-01,32,0.8,0.7880000000000001
2022,503327,Connor Watson,25,21,1996-05-31,2022-01-01,25,0.84,0.8264
2022,501781,Lindsay Collins,25,16,1996-04-17,2022-01-01,25,0.64,0.6344
2022,503240,Angus Crichton,25,25,1996-02-05,2022-01-01,25,1,0.98
2022,505361,Sitili Tupouniua,25,16,1997-05-30,2022-01-01,24,0.64,0.6344
2022,503920,Victor Radley,25,19,1998-03-14,2022-01-01,23,0.76,0.7496
2022,503639,Nat Butcher,25,25,1997-07-25,2022-01-01,24,1,0.98
2022,501179,Siosiua Taukeiaho,25,18,1992-01-03,2022-01-01,29,0.72,0.7112
2022,500041,Kevin Naiqama,25,9,1989-02-04,2022-01-01,32,0.36,0.36560000000000004
2022,504870,Kalyn Ponga,24,14,1998-03-30,2022-01-01,23,0.5833333333333334,0.5798611111111112
2022,500043,Dane Gagai,24,20,1991-01-03,2022-01-01,30,0.8333333333333334,0.8194444444444445
2022,504372,Enari Tuala,24,21,1998-10-19,2022-01-01,23,0.875,0.859375
2022,500228,David Klemmer,24,18,1993-12-22,2022-01-01,28,0.75,0.7395833333333334
2022,503523,Jacob Saifiti,24,23,1996-05-01,2022-01-01,25,0.9583333333333334,0.9392361111111112
2022,500622,Tyson Frizell,24,21,1991-10-09,2022-01-01,30,0.875,0.859375
2022,500547,Lachlan Fitzgibbon,24,10,1994-01-05,2022-01-01,27,0.4166666666666667,0.4201388888888889
2022,500601,Kurt Mann,24,11,1993-03-01,2022-01-01,28,0.4583333333333333,0.4600694444444444
2022,501267,Mitchell Barnett,24,14,1994-04-15,2022-01-01,27,0.5833333333333334,0.5798611111111112
2022,500532,Dallin Watene-Zelezniak,24,18,1995-08-17,2022-01-01,26,0.75,0.7395833333333334
2022,502487,Marcelo Montoya,24,18,1996-02-17,2022-01-01,25,0.75,0.7395833333333334
2022,500705,Shaun Johnson,24,21,1990-09-09,2022-01-01,31,0.875,0.859375
2022,500449,Addin Fonua-Blake,24,21,1995-11-06,2022-01-01,26,0.875,0.859375
2022,504123,Wayde Egan,24,20,1997-03-20,2022-01-01,24,0.8333333333333334,0.8194444444444445
2022,501744,Bunty Afoa,24,24,1996-08-20,2022-01-01,25,1,0.9791666666666666
2022,500441,Euan Aitken,24,21,1995-06-16,2022-01-01,26,0.875,0.859375
2022,501451,Jazz Tevaga,24,17,1995-09-04,2022-01-01,26,0.7083333333333334,0.6996527777777778
2022,504101,Mosese Suli,24,17,1998-06-09,2022-01-01,23,0.7083333333333334,0.6996527777777778
2022,504304,Zac Lomax,24,24,1999-09-24,2022-01-01,22,1,0.9791666666666666
2022,500257,Ben Hunt,24,23,1990-03-27,2022-01-01,31,0.9583333333333334,0.9392361111111112
2022,500665,Aaron Woods,24,20,1991-03-13,2022-01-01,30,0.8333333333333334,0.8194444444444445
2022,500261,Andrew McCullough,24,20,1990-01-30,2022-01-01,31,0.8333333333333334,0.8194444444444445
2022,503440,Blake Lawrie,24,24,1997-01-10,2022-01-01,24,1,0.9791666666666666
2022,500617,Jack Bird,24,23,1995-03-20,2022-01-01,26,0.9583333333333334,0.9392361111111112
2022,503528,Jaydn Su'a,24,18,1997-10-23,2022-01-01,24,0.75,0.7395833333333334
2022,500619,Jack De Belin,24,24,1991-03-17,2022-01-01,30,1,0.9791666666666666
2022,500243,Moses Mbye,24,22,1993-08-13,2022-01-01,28,0.9166666666666666,0.8993055555555555
2022,500264,Francis Molo,24,21,1994-09-03,2022-01-01,27,0.875,0.859375
2022,500517,James Roberts,24,6,1993-03-03,2022-01-01,28,0.25,0.2604166666666667
2022,500928,Ken Maumalo,24,19,1994-07-16,2022-01-01,27,0.7916666666666666,0.7795138888888888
2022,500202,Jackson Hastings,24,16,1996-01-04,2022-01-01,25,0.6666666666666666,0.6597222222222222
2022,500646,Luke Brooks,24,17,1994-12-21,2022-01-01,27,0.7083333333333334,0.6996527777777778
2022,502532,Alex Twal,24,13,1996-07-03,2022-01-01,25,0.5416666666666666,0.5399305555555555
2022,500267,Joe Ofahengaue,24,24,1995-09-15,2022-01-01,26,1,0.9791666666666666
2022,501184,Tyrone Peachey,24,16,1991-08-08,2022-01-01,30,0.6666666666666666,0.6597222222222222
2022,501271,Luke Garner,24,21,1995-09-06,2022-01-01,26,0.875,0.859375
2022,503600,Reimis Smith,25,9,1997-05-13,2022-01-01,24,0.36,0.36560000000000004
2022,506007,Justin Olam,25,24,1993-12-23,2022-01-01,28,0.96,0.9416
2022,505537,Nick Meaney,25,23,1997-09-10,2022-01-01,24,0.92,0.9032000000000001
2022,500826,Jahrome Hughes,25,21,1994-10-08,2022-01-01,27,0.84,0.8264
2022,503419,Brandon Smith,25,21,1996-05-31,2022-01-01,25,0.84,0.8264
2022,500786,Christian Welch,25,1,1994-07-19,2022-01-01,27,0.04,0.0584
2022,500598,Felise Kaufusi,25,21,1992-05-19,2022-01-01,29,0.84,0.8264
2022,500585,Kenneath Bromwich,25,24,1991-09-22,2022-01-01,30,0.96,0.9416
2022,501247,Josh King,25,25,1995-02-12,2022-01-01,26,1,0.98
2022,501281,Nelson Asofa-Solomona,25,23,1996-02-29,2022-01-01,25,0.92,0.9032000000000001
2022,500908,Tepai Moeroa,25,8,1995-10-02,2022-01-01,26,0.32,0.3272
2022,500729,Clinton Gutherson,28,28,1994-09-09,2022-01-01,27,1,0.9821428571428571
2022,500496,Waqa Blake,28,22,1994-10-26,2022-01-01,27,0.7857142857142857,0.7755102040816327
2022,505626,Dylan Brown,28,28,2000-06-21,2022-01-01,21,1,0.9821428571428571
2022,500485,Mitchell Moses,28,26,1994-09-17,2022-01-01,27,0.9285714285714286,0.913265306122449
2022,500498,Reagan Campbell-Gillard,28,28,1993-07-27,2022-01-01,28,1,0.9821428571428571
2022,505460,Reed Mahoney,28,28,1998-04-22,2022-01-01,23,1,0.9821428571428571
2022,500687,Junior Paulo,28,26,1993-11-20,2022-01-01,28,0.9285714285714286,0.913265306122449
2022,500140,Shaun Lane,28,26,1994-11-29,2022-01-01,27,0.9285714285714286,0.913265306122449
2022,505976,Isaiah Papali'i,28,28,1998-09-20,2022-01-01,23,1,0.9821428571428571
2022,500907,Ryan Matterson,28,23,1994-10-13,2022-01-01,27,0.8214285714285714,0.8099489795918366
2022,504460,Oregon Kaufusi,28,28,1999-08-20,2022-01-01,22,1,0.9821428571428571
2022,500499,Bryce Cartwright,28,19,1994-11-15,2022-01-01,27,0.6785714285714286,0.6721938775510204
2022,505918,Phillip Sami,24,14,1997-08-02,2022-01-01,24,0.5833333333333334,0.5798611111111112
2022,500872,Brian Kelly,24,18,1996-05-20,2022-01-01,25,0.75,0.7395833333333334
2022,506278,Moeaki Fotuaika,24,23,1999-11-16,2022-01-01,22,0.9583333333333334,0.9392361111111112
2022,500038,Isaac Liu,24,23,1991-04-26,2022-01-01,30,0.9583333333333334,0.9392361111111112
2022,506482,David Fifita,24,18,1989-06-28,2022-01-01,32,0.75,0.7395833333333334
2022,500926,Sam Lisone,24,15,1994-02-19,2022-01-01,27,0.625,0.6197916666666666
2022,500606,Kevin Proctor,24,8,1989-02-28,2022-01-01,32,0.3333333333333333,0.34027777777777773
2022,500282,Kyle Feldt,26,20,1992-02-09,2022-01-01,29,0.7692307692307693,0.7588757396449706
2022,500845,Valentine Holmes,26,24,1995-07-24,2022-01-01,26,0.9230769230769231,0.9068047337278107
2022,500579,Peta Hiku,26,26,1992-12-04,2022-01-01,29,1,0.9807692307692307
2022,506424,Tom Dearden,26,23,2001-03-13,2022-01-01,20,0.8846153846153846,0.8698224852071005
2022,501183,Chad Townsend,26,26,1991-01-10,2022-01-01,30,1,0.9807692307692307
2022,503944,Reece Robson,26,26,1998-06-18,2022-01-01,23,1,0.9807692307692307
2022,500405,Coen Hess,26,23,1996-08-14,2022-01-01,25,0.8846153846153846,0.8698224852071005
2022,500301,Jason Taumalolo,26,25,1993-05-31,2022-01-01,28,0.9615384615384616,0.9437869822485208
2022,500602,Jordan McLean,26,22,1991-10-08,2022-01-01,30,0.8461538461538461,0.8328402366863905
2022,500251,Jake Granville,26,22,1989-02-07,2022-01-01,32,0.8461538461538461,0.8328402366863905
2022,504087,Scott Drinkwater,26,25,1997-05-15,2022-01-01,24,0.9615384615384616,0.9437869822485208
2022,501351,Josh Addo-Carr,24,23,1995-07-28,2022-01-01,26,0.9583333333333334,0.9392361111111112
2022,509397,Matt Burton,24,24,2000-03-14,2022-01-01,21,1,0.9791666666666666
2022,505643,Jake Averillo,24,22,2000-08-11,2022-01-01,21,0.9166666666666666,0.8993055555555555
2022,502511,Jeremy Marshall-King,24,24,1995-12-02,2022-01-01,26,1,0.9791666666666666
2022,500337,Paul Vaughan,24,24,1991-04-23,2022-01-01,30,1,0.9791666666666666
2022,500226,Josh Jackson,24,23,1991-01-08,2022-01-01,30,0.9583333333333334,0.9392361111111112
2022,503341,Corey Waddell,24,17,1996-10-02,2022-01-01,25,0.7083333333333334,0.6996527777777778
2022,504397,Max King,24,24,1997-05-04,2022-01-01,24,1,0.9791666666666666
2022,500659,Ava Seumanufagai,24,7,1991-06-04,2022-01-01,30,0.2916666666666667,0.30034722222222227
2022,501459,Cameron Munster,25,22,1994-09-13,2022-01-01,27,0.88,0.8648
2022,500584,Jesse Bromwich,25,23,1989-05-03,2022-01-01,32,0.92,0.9032000000000001
2022,505904,Harry Grant,25,21,1998-02-17,2022-01-01,23,0.84,0.8264
2022,502502,Latrell Mitchell,27,17,1997-06-16,2022-01-01,24,0.6296296296296297,0.6248285322359396
2022,500095,George Burgess,24,5,1992-04-21,2022-01-01,29,0.20833333333333334,0.22048611111111113
2022,500298,Tariq Sims,24,17,1990-02-09,2022-01-01,31,0.7083333333333334,0.6996527777777778
2022,503322,Matthew Eisenhuth,27,19,1992-08-20,2022-01-01,29,0.7037037037037037,0.696159122085048
2022,500083,Dylan Walker,24,23,1994-09-27,2022-01-01,27,0.9583333333333334,0.9392361111111112
2022,506259,AJ Brimson,24,22,1998-09-09,2022-01-01,23,0.9166666666666666,0.8993055555555555
2022,500275,Jarrod Wallace,24,17,1991-07-23,2022-01-01,30,0.7083333333333334,0.6996527777777778
2022,508026,Adam Pompey,24,20,1998-08-22,2022-01-01,23,0.8333333333333334,0.8194444444444445
2022,500272,Ashley Taylor,24,1,1995-03-17,2022-01-01,26,0.041666666666666664,0.06076388888888889
2022,500180,Cameron McInnes,26,25,1994-02-01,2022-01-01,27,0.9615384615384616,0.9437869822485208
2022,500647,Nathan Brown,28,15,1993-03-01,2022-01-01,28,0.5357142857142857,0.534438775510204
2022,500438,Tevita Pangai Junior,24,19,1996-02-04,2022-01-01,25,0.7916666666666666,0.7795138888888888
2022,500086,Adam Reynolds,24,20,1990-07-10,2022-01-01,31,0.8333333333333334,0.8194444444444445
2022,500299,James Tamou,24,19,1988-12-13,2022-01-01,33,0.7916666666666666,0.7795138888888888
2022,503449,Jacob Liddle,24,11,1996-10-27,2022-01-01,25,0.4583333333333333,0.4600694444444444
2022,503571,Daniel Saifiti,24,19,1996-05-01,2022-01-01,25,0.7916666666666666,0.7795138888888888
2022,500330,Jordan Rapana,26,21,1989-08-15,2022-01-01,32,0.8076923076923077,0.7958579881656805
2022,500406,Corey Jensen,24,19,1994-01-08,2022-01-01,27,0.7916666666666666,0.7795138888888888
2022,500240,Corey Thompson,24,16,1990-05-15,2022-01-01,31,0.6666666666666666,0.6597222222222222
2022,500662,Sauaso Sue,24,8,1992-04-20,2022-01-01,29,0.3333333333333333,0.34027777777777773
2022,504120,Nathan Cleary,27,17,1997-11-14,2022-01-01,24,0.6296296296296297,0.6248285322359396
2022,504315,Thomas Flegler,24,18,1999-08-19,2022-01-01,22,0.75,0.7395833333333334
2022,500882,Josh Aloiai,24,15,1995-11-11,2022-01-01,26,0.625,0.6197916666666666
2022,501595,Joe Stimson,24,21,1995-12-02,2022-01-01,26,0.875,0.859375
2022,500636,Mitch Rein,28,2,1990-04-26,2022-01-01,31,0.07142857142857142,0.08673469387755102
2022,502363,Jack Williams,26,6,1996-09-09,2022-01-01,25,0.23076923076923078,0.2411242603550296
2022,504363,Kyle Flanagan,24,20,1998-09-15,2022-01-01,23,0.8333333333333334,0.8194444444444445
2022,500593,Ben Hampton,26,3,1992-02-29,2022-01-01,29,0.11538461538461539,0.1301775147928994
2022,500262,Josh McGuire,24,14,1990-03-02,2022-01-01,31,0.5833333333333334,0.5798611111111112
2022,500322,Edrick Lee,24,16,1992-09-18,2022-01-01,29,0.6666666666666666,0.6597222222222222
2022,502522,Marata Niukore,28,19,1996-07-29,2022-01-01,25,0.6785714285714286,0.6721938775510204
2022,500798,Wade Graham,26,18,1990-10-25,2022-01-01,31,0.6923076923076923,0.6849112426035503
2022,500129,Herman Ese'ese,24,13,1994-09-07,2022-01-01,27,0.5416666666666666,0.5399305555555555
2022,500313,Jarrod Croker,26,1,1990-09-11,2022-01-01,31,0.038461538461538464,0.05621301775147929
2022,500594,Tohu Harris,24,15,1992-01-07,2022-01-01,29,0.625,0.6197916666666666
2022,500901,Tui Kamikamica,25,16,1994-05-18,2022-01-01,27,0.64,0.6344
2022,500326,Anthony Milford,24,13,1994-07-11,2022-01-01,27,0.5416666666666666,0.5399305555555555
2022,500916,Raymond Faitala-Mariner,24,13,1993-07-26,2022-01-01,28,0.5416666666666666,0.5399305555555555
2022,500019,Jorge Taufua,24,1,1991-10-23,2022-01-01,30,0.041666666666666664,0.06076388888888889
2022,500957,Dunamis Lui,24,6,1990-02-16,2022-01-01,31,0.25,0.2604166666666667
2022,508606,Maika Sivo,28,16,1993-10-03,2022-01-01,28,0.5714285714285714,0.5688775510204082
2022,502016,Jayden Brailey,24,8,1996-04-09,2022-01-01,25,0.3333333333333333,0.34027777777777773
2022,500597,Hymel Hunt,24,2,1993-11-14,2022-01-01,28,0.08333333333333333,0.10069444444444443
2023,501559,Charnze Nicoll-Klokstad,27,23,1995-08-02,2023-01-01,27,0.8518518518518519,0.8388203017832647
2023,508026,Adam Pompey,27,27,1998-08-22,2023-01-01,24,1,0.9814814814814815
2023,502487,Marcelo Montoya,27,27,1996-02-17,2023-01-01,26,1,0.9814814814814815
2023,500705,Shaun Johnson,27,25,1990-09-09,2023-01-01,32,0.9259259259259259,0.9101508916323731
2023,500449,Addin Fonua-Blake,27,26,1995-11-06,2023-01-01,27,0.9629629629629629,0.9458161865569272
2023,504123,Wayde Egan,27,22,1997-03-20,2023-01-01,25,0.8148148148148148,0.8031550068587104
2023,501267,Mitchell Barnett,27,15,1994-04-15,2023-01-01,28,0.5555555555555556,0.5534979423868313
2023,502522,Marata Niukore,27,22,1996-07-29,2023-01-01,26,0.8148148148148148,0.8031550068587104
2023,500594,Tohu Harris,27,23,1992-01-07,2023-01-01,30,0.8518518518518519,0.8388203017832647
